Customer No.,Company,Address,Address 2,City,State,Sub Type,Bookings YTD,Previous Years Bookings
EM4006416,Saskatchewan Polytechnic Moose Jaw Campus,Saskatchewan St. & 6th Ave NW,PO Box 1420,Moose Jaw,SK,2. TARGET (OUTSIDE),0,0
EM4011538,Saskatchewan Polytechnic Saskatoon Campus,PO Box 1550,1130 Idylwyld Dr. North,Saskatoon,SK,2. TARGET (OUTSIDE),0,0
SRC001,Saskatchewan Research Council,6 Research Drive,PTRC Building,Regina,SK,4. BRANCH ACCOUNT,0,0
EM4011640,Saskatchewan Research Council (H/O),15 Innovation Blvd.,,Saskatoon,SK,3. GOOD PROSPECT,0,0
SAS0023,SaskEnergy  / TransGas,644B - 1777 Victoria Ave,,Regina,SK,,0,0
DAV297773,Savanna Energy  (H/O),"#1800, 311 - 6th Ave SW",,Calgary,AB,3. GOOD PROSPECT,0,0
SCS006,Scaletech Systems,505 - 45th St E,,Saskatoon,SK,,0,0
SCA001,Scanimetrics,4500 Enterprise Square,10230 Jasper Ave,Edmonton,AB,3. GOOD PROSPECT,0,0
SIL0014,Schepp Industries Ltd.,777 Coopers Dr SW,,Airdrie,AB,,0,0
DAV250383,Schlumberger,Edmonton Products Center,9803 – 12th Avenue SW,Edmonton,AB,ZZ TOP-100 (INSIDE),0,0
EM4008712,Schlumberger,"#1, 8075 - 49th Ave",,Red Deer,AB,3. GOOD PROSPECT,0,0
SCH009,Schlumberger,9450-17 Avenue,,Edmonton,AB,,0,0
SCH008,Schlumberger,2167 Brier Park Place,,Medicine Hat,AB,,0,0
DAV273417,Schlumberger Canada Ltd.,1606 - 8th Street,,Nisku,AB,,0,0
SCH006,Schlumberger Canada Ltd.,SMITH Completions,7023 - 56 Avenue,Edmonton,AB,4. BRANCH ACCOUNT,0,0
PMO001,Schneider Electric Canada,2195 Keating Cross Road,,Saanichton,BC,2. TARGET (INSIDE),0,0
CT4003379,Schneider Electric Canada Inc.,21325 115 Avenue NW,,Edmonton,AB,TOP 50 - ZOWSLEY,0,4681.95
DAV71925,Schneider Electric Canada Inc.,22171 Fraserwood Way,,Richmond,BC,,0,994.44
SCE001,Schneider Electric Canada Inc.,2195 Keating Cross Rd.,,Saanichton,BC,3. GOOD PROSPECT,23814,0
SEC0023,Schneider Electric Solar Inc.,13091 Vanier Place,Unit 100,Richmond,BC,TOP 50 - ZOWSLEY,0,41427.39
BP154977,SCR Electric Ltd.,54-1833 Coast Meridian Rd.,,Port Coquitlam,BC,ZZ TOP-100 (INSIDE),0,0
DAV94754,Seaspan Victoria Shipyards Co. Ltd.,825 Admirals Road,,Victoria,BC,,0,0
SGC003,SemCAMS Group Corp.,Kaybob South #3,PO Box 460,Fox Creek,AB,3. GOOD PROSPECT,0,0
SOP002,Semerra Oilfield Pressure Testing,104-10903  78 ave.,,Grande Prairie,AB,,0,0
SLC003,Senso Lighting Inc.,302 50 avenue SE,,Calgary,AB,,0,1728.72
SEL005,Service Electric Ltd.,1275 Cariboo Highway 97 North,,Quesnel,BC,6. NEW PROSPECT,0,0
SEO001,Shane's Electronic Oilfield Services,,,Red Deer,AB,,0,0
SCI0023,Shaw Communications Inc.,2728 Hopewell Place NE,,Calgary,AB,,0,0
SHR002,Shearwater Research Inc.,100-10200 Shellbridge Way,,Richmond,BC,,0,2607
SEC009,SHEC Energy Corporation,710 - 47th Street West,Building 5,Saskatoon,SK,,0,0
CT4000953,Shell Canada Ltd.,3655 - 36 Street NW,,Calgary,AB,3. GOOD PROSPECT,0,0
AL285567,Shermco Industries,1375 Church Ave,,Winnipeg,MB,6. NEW PROSPECT,0,0
EM4014453,Shermco Industries,1033 Kearns Cr.,,RM of Sherwood,SK,3. GOOD PROSPECT,0,0
SPB005,Shift Clean Solutions Ltd,1200 W 73rd Ave,Suite 606,Vancouver,BC,,0,22613.8
CT4000883,Siemens Canada Limited,811 Roulston Bay,Services Division,Regina,SK,COMPETITION,0,0
DAV144206,Sierra Wireless Inc.,13811 Wireless Way,Suite 150,Richmond,BC,3. GOOD PROSPECT,0,0
CD1723,Signify Canada Ltd.,19750 - 92A Avenue,,Langley,BC,2. TARGET (OUTSIDE),0,17003
SIL0013,Silent-Aire,7107 8th st. NW,,Edmonton,AB,,0,0
SEL0020,Silhouette Enclosures Ltd.,30745 Marshall Road,,Abbotsford,BC,,0,0
EM4006473,Simon Fraser University,"Payment Services, Discovery 1, Room 1625",8999 Nelson Way,Burnaby,BC,2. TARGET (OUTSIDE),0,2000
SFU001,Simon Fraser University,250 - 13450 102nd Ave.,Surrey Campus Central City,Surrey,BC,3. GOOD PROSPECT,0,0
AL295772,Simson Maxwell,1846 South Quinn Street,,Prince George,BC,ZZ D FAIR PROSPECT,0,925.72
SIM002,Simson Maxwell,#12 - 4131 Mostar Road,,Nanaimo,BC,3. GOOD PROSPECT,0,0
SIM003,Simson Maxwell,467 Exploration Ave. SE,,Calgary,AB,,0,182.88
CT4001056,Simson Maxwell (H/O),1605 Kebet Way,,Port Coquitlam,BC,TOP 50 - ZOWSLEY,795.24,9210.21
SIA006,Sirius Instrumentation and Controls Inc.,4619 82 Avenue NW,,Edmonton,AB,,0,0
SPS0012,Smart Power Systems,PO Box 713,,Estevan,SK,,0,0
STI008,SMART Technologies ULC,3636 Research Road NW,,Calgary,AB,6. NEW PROSPECT,0,0
SOS009,SMG Oilfield Services Ltd.,7 Thomson Drive,,Kindersley,SK,,0,0
SMC003,Smit Marine Canada Inc.,2285 Commissioner Street,,Vancouver,BC,6. NEW PROSPECT,0,0
SMT008,SMPC Technologies,101-7450 Lowland Drive,,Burnaby,BC,,0,7671
SNL003,SNC Lavalin,1075 West Georgia Street,12 Floor,Vancouver,BC,,0,0
SNG001,Snubco Group,502 - 23A Avenue,,Nisku,AB,,0,0
CT4001058,Softac Systems Ltd.,#101 - 8701 Aitken Road,,Chilliwack,BC,ZZ TOP-100 (INSIDE),0,712.68
SCS0011,Solution Control Systems Inc.,15835 145 Avenue,,Edmonton,AB,TOP 50 - ZOWSLEY,0,26537.36
SEI0034,Sonictek Electronics Inc.,"6900 Graybar Rd, Unit 2325",,Richmond,BC,,0,20641.68
SOS003,Soul Oilfield Services,"Unit A, 508 - 11 Ave.",,Nisku,AB,,0,0
SRL003,Southern Rewind Ltd.,"3131 - 2 Ave N ,",,Lethbridge,AB,,0,0
SPT0010,Spar Power Technologies Inc. H/O,"Suite 200, 100 Park Royal",,West Vancouver,BC,2. TARGET (OUTSIDE),0,0
DAV209312,Spark Power Corporation,"Bay 110, 62 Fisher Place",PO Box 1815,Okotoks,AB,3. GOOD PROSPECT,0,0
DAV203366,Spartan Controls Ltd.,8403 - 51 Avenue,,Edmonton,AB,3. GOOD PROSPECT,0,0
SCL0035,Spartan Controls Ltd.,60 - 11550 Barlow Trail NE,,Calgary,AB,,0,20339.34
DAV103096,Spartan Controls Ltd.     (H/O),305 - 27th Street SE,,Calgary,AB,TOP 50 - ZOWSLEY,0,675.84
SMS006,Specific Mechanical Systems Ltd.,6848 Kirkpatrick Cres.,,Saanichton,BC,TOP 50 - ZOWSLEY,0,8809
SPE009,Spider Electric,2217-10 th.Ave.S.W.,,Medicine Hat,AB,3. GOOD PROSPECT,0,0
SPC0588,SprayTest Controls Inc.,411 Railway Avenue,PO Box 269,Beechy,SK,5. QUALIFIED LOW,0,0
SPC0591,Spyder Controls,5210E Wolf Creek Drive,,Lacombe,AB,,0,0
CT931,Standard Aero Ltd.                 (H/O),33 Allen Dyne Road,,Winnipeg,MB,ZZ A $KEY ACCOUNT$,0,0
STA002,Stantec Inc.,1100-111 Dunsmuir Street,,Vancouver,BC,2. TARGET (OUTSIDE),0,0
STM002,StarFish Medical,455 Boleskine Road,,Victoria,BC,,0,880.74
TPZ1036,Startec Refrigeration Services,7664- 10th Street NE,Deerfoot Buisiness Park II,Calgary,AB,3. GOOD PROSPECT,0,0
SES0021,Stealth Energy Services,9595 Enterprise Way SE,,Calgary,AB,,0,0
SCL0032,Steelhaus Technologies Canada Ltd.,"Unit 350, 520 - 5th Avenue SW",,Calgary,AB,,0,5946.92
STC0028,Steelhaus Technologies Canada Ltd.,7679 Edgar Industrial Court,Bay 3 and 4,Red Deer,AB,,1799.2,5490.3
STS0022,Stellar Solutions,#2 52210 Range Road 232,,Sherwood Park,AB,,0,0
BP1166844,Stewart & Stevenson Canada Inc.    (H/O),3001 Shepard Place SE,,Calgary,AB,5. UNQUALIFIED,0,0
STI0020,Stimline Inc.,6915 - 108 Avenue SE,,Calgary,AB,,0,0
SEM003,Stockdales Electric Motor Corporation,1441 Fleury Street,,Regina,SK,TOP 50 - ZOWSLEY,1064.69,305436.57
SOR001,Strad Oilfield Rentals Ltd.,508 11th Ave.,,Nisku,AB,3. GOOD PROSPECT,0,0
TP2313,Stream Flo Industries Ltd.,4505 - 74th Avenue,,Edmonton,AB,TOP 50 - ZOWSLEY,0,34944
STG004,Strike Group,594066 Range Rd 125A,Box 839 Stn Main,Whitecourt,AB,,0,924.56
STE009,Strike Group  (H/O),"Bay 135, 3953 - 112 Avenue SE",,Calgary,AB,,0,2773.68
STS008,Struthers Technical Solutions Ltd. H/O,"#3, 1101 Main Street",,Penticton,BC,3. GOOD PROSPECT,0,1561.3
DAV85132,Suncor,"PO Box 38,  Accts Payable","112,  4th Avenue S.W.",Calgary,AB,ZZ$EXISTING ACCOUNT$,0,0
DAV84511,Suncor Energy,Burnt Lake Gas Plant,Junction 55 & 892,Ardmore,AB,ZZ D FAIR PROSPECT,0,0
CT4005802,Suncor Energy Inc,Dock A Main Warehouse,PO Box 4001,Tar Island,AB,ZZ TOP-100 (INSIDE),0,0
CJL65768,Suncor Energy Inc.,Oil Sands Group,Bag 4006 / Accounts Payable,Fort McMurray,AB,6. NEW PROSPECT,0,0
SUE002,Suncor Energy Products Partnership,c/o Suncor Energy Services Inc.,"Box 1720, Stn. M",Calgary,AB,ZZ A $KEY ACCOUNT$,0,0
SSI003,Surepoint Technologies Group Inc.,11004 - 96th Ave.,Accounts Payable Department,Grande Prairie,AB,3. GOOD PROSPECT,0,0
SUG002,Surepoint Technologies Group Inc.,1211 - 8A Street,,Nisku,AB,,0,0
SOS0011,Swift Oilfield Supply Incorporated,5114 - 63 Street,,Lloydminster,AB,,0,0
SOS0012,Swift Oilfield Supply Incorporated,5902 Alexander Avenue,,Athabasca,AB,,0,0
SDY91559,Syncrude Canada Ltd.               (H/O),Accounts Payable,PO Bag 4020,Fort McMurray,AB,ZZ TOP-100 (INSIDE),0,899.08
DAV197751,Synergy Engineering Ltd.,135 Glacier Street,,Coquitlam,BC,2. TARGET (OUTSIDE),0,5245.32
OLF001,Synovus Solutions Inc.,314-55 Water Street,,Vancouver,BC,,0,0
TAI006,Tamarack Industries,Division of Eljo Industries Inc.,1205 Sherwin Road,Winnipeg,MB,2. TARGET (INSIDE),0,0
THS006,Tamas Hydronics Systems Inc,4516 112 Ave SE,,Calgary,AB,,0,0
TAL005,Tazmech Ltd.,9380 - 26 Avenue,,Edmonton,AB,,0,0
TBC002,TBC Contracting,1720  10th.Ave NW.,,Medicine Hat,AB,,0,0
TEC0048,TC Energy Corporation,1401 Veterans Boulevard NE,Airdrie Service Centre,Airdrie,AB,,0,3232.32
EM4013064,TD Micronic Inc.,201 - 14770  64th Ave.,,Surrey,BC,2. TARGET (OUTSIDE),0,0
TPS004,Team Power Solutions,#30 - 318 Gladstone Crescent,,Saskatoon,SK,TOP 50 - ZOWSLEY,0,182768.97
TEE0014,Techmation Electric & Controls Ltd. (Panel Shop),"105 Auto Road, Reinhart Business Park",,Lloydminster,AB,3. GOOD PROSPECT,0,0
TEL0037,Techtree Engineering Ltd.,3801A - 51 Avenue,,Lloydminster,AB,,0,382.2
CT4001542,Teck Metals Ltd.,25 Aldridge Avenue,Box 1000,Trail,BC,5. QUALIFIED LOW,0,0
TCI0019,Tektelic Communications Inc,7657 10 St NE,,Calgary,AB,,0,0
EM4014625,Telus,5506 - 92C Avenue,,Edmonton,AB,6. NEW PROSPECT,0,0
TEL0029,Telus - Field Service (Vegreville),5013 51 Avenue,,Vegreville,AB,,0,0
TCI0022,TELUS Communications Inc.,2002 Enterprise Way,Floor 02,Kelowna,BC,,0,7140
TCI0012,Telus Communications Inc. (H/O),PO Box 1830 / Accounts Payable,Stn. Main Edmonton,Edmonton,AB,,0,825.64
TER002,Terracon,2723 - 37 Ave NE,Suite 140,Calgary,AB,5. UNQUALIFIED,0,0
TEI0023,Terramera Inc.,"333 Seymour St., 11th floor",,Vancouver,BC,,0,0
TEG0011,Terrapin Geothermics,10707 - 100 Ave. NW,,Edmonton,AB,,0,0
TEL0014,Territorial Electric Ltd.,8303 Roper Road,,Edmonton,AB,6. NEW PROSPECT,0,0
TEG0013,Terry Goebel,6130 3rd St SE,,Calgary,AB,,0,0
TCI0031,TesTneT Canada Inc.,9669 201 Street,,Langley,BC,2. TARGET (OUTSIDE),0,1646.4
TNA002,TGOOD North America Inc.,#3 - 1101 Main Street,,Penticton,BC,,0,0
TSG001,The State Group,Bay 10 - 999 57th Ave NE,,Calgary,AB,,0,0
CTT001,Thermon Heating Systems,5918 Roper Road,,Edmonton,AB,2. TARGET (OUTSIDE),0,119401.8
CT4000562,Thomson Power Systems,4916 - 275 Street,,Langley,BC,TOP 50 - ZOWSLEY,435987.12,723309.47
TP2365,Toran Power & Equipment,750  43 st.,,Leduc,AB,6. NEW PROSPECT,0,0
CHG004,Toyo Pumps,1550 Brigantine Drive,,Coquitlam,BC,,0,17948
TTS002,Traders Tec Systems Controls Ltd,6630 - 71 street,Unit  #4,Red Deer,AB,,0,0
TRE005,Tradesmen Enterprises,"#101 , 11302 - 98 Ave",,Grande Prairie,AB,,0,0
TRC005,TransAlta Corporation,110 - 12 Avenue SW,,Calgary,AB,,0,0
TRP009,TransCanada Pipelines,"#10, 11427 - 98 Ave.",,Grand Prairie,AB,,0,0
TPF001,Trecon Prologic Fabricated Solutions,2318 18th avenue NE,,Calgary,AB,,0,0
RDK272511,Trecon Systems Limited,5039 13th Street SE,,Calgary,AB,6. NEW PROSPECT,0,0
TRS003,Tri Service,708 - 21 Ave,,Nisku,AB,,0,0
TPL2809,Triad Power Ltd.,3342 Millar Ace,Bay #2,Saskatoon,SK,2. TARGET (INSIDE),0,0
TWS001,Trican Well Service,2305 5A street,,Nisku,AB,3. GOOD PROSPECT,0,0
TAE002,Triple A Electric,6209-46 Ave,,Red Deer,AB,,0,0
TTC006,Triton Transformer Corporation,135 Stefaniuk Crescent,,Saskatoon,SK,,0,0
CT4004664,TRIUMF,4004 Wesbrook Mall,Att'n: Accounts Payable,Vancouver,BC,2. TARGET (OUTSIDE),0,930
TRO001,Trotter & Morton,5711-1 St. S.E.,,Calgary,AB,,0,0
TPS009,Tundra Petroleum Services Ltd.,35822 RR285,,Red Deer County,AB,,0,6625.9
TPS006,Tundra Process Solutions,6523  Flint rd.,,Calgary,AB,,0,0
TPX100342,Underwriters Laboratories of Canada,130-13775 Commerce Pkwy,,Richmond,BC,3. GOOD PROSPECT,0,0
ULO004,Underwriters Laboratories of Canada Inc.,1040 Parsons Road SW,,Edmonton,AB,2. TARGET (OUTSIDE),0,0
BP1221547,Unit Electrical Engineering Ltd.,1406 Maple Street,,Okanagan Falls,BC,TOP 50 - ZOWSLEY,10341.74,173132.19
UPS001,Universal Power Solutions,6025 - 12 St SE,Bay 8,Calgary,AB,,0,0
UPS002,Universal Power Solutions Inc,"#8, 20 Panatella Blvd",,Calgary,AB,,0,0
BP1177363,University of Alberta,116 Street & 85th Avenue,Supply Management Services,Edmonton,AB,,0,1500.96
CT4004371,University of Alberta,"E3-012 ETLC, Electrical & Computer Engineering",116 Street & 85 Avenue,Edmonton,AB,,0,1600
UOA009,University Of Alberta,Edmonton Clinic Health Academy,11405-87 Ave NW,Edmoton,AB,,0,0
UOA002,University of Alberta,"6004,  118st NW",Poulty Research,Edmonton,AB,3. GOOD PROSPECT,0,0
CT4001063,University of British Columbia,6224 Agricultural Road,Physics & Astronomy Department,Vancouver,BC,ZZ$EXISTING ACCOUNT$,0,0
CT4001558,University of British Columbia,6-6350 Stores Road,Materials Engineering Department,Vancouver,BC,ZZ$EXISTING ACCOUNT$,0,0
CT4004613,University of British Columbia,#176 - 2360 East Mall,Chemical & Biological Engineering,Vancouver,BC,3. GOOD PROSPECT,0,0
CT4005096,University of British Columbia,2036 Main Mall,Department of Chemistry,Vancouver,BC,ZZ$EXISTING ACCOUNT$,140,0
EM4006166,University of British Columbia,6250 Applied Science Lane,Mechanical Engineering Department,Vancouver,BC,ZZ$EXISTING ACCOUNT$,0,1082
EM4006248,University of British Columbia,6250 Applied Science Lane,Civil Enginering Department,Vancouver,BC,6. NEW PROSPECT,0,0
EM4006475,University of British Columbia,6174 University Blvd.,Chemistry Department,Vancouver,BC,6. NEW PROSPECT,0,0
EM4014505,University of British Columbia,2355 East Mall (Brimcombe Bldg),,Vancouver,BC,ZZ$EXISTING ACCOUNT$,0,0
TPX100313,University of British Columbia,2356 Main Mall - Room 112B,Electrical & Computer Eng'g - MacLeod Bldg.,Vancouver,BC,2. TARGET (OUTSIDE),0,3298
UOB0011,University of British Columbia,School of Engineering,1137 Alumni Ave,Kelowna,BC,,0,2163.34
UOB002,University of British Columbia,"2075 Wesbrook Mall, 1st Floor",Supply Management,Vancouver,BC,3. GOOD PROSPECT,0,0
UOB005,University of British Columbia,"6224 Agricultural Rd, Hennings Bldg","Engineering Physics, Room 333A",Vancouver,BC,,0,18156.13
UOB007,University of British Columbia,2329 West Mall - Building Operations,University Services Building,Vancouver,BC,,0,1626.8
UOB009,University of British Columbia,"6190 Agronomy Road, 5th Floor",Financial Operations / Accounts Payable,Vancouver,BC,,0,0
UOB004,University of British Columbia,3333 University Way,School of Engineering,Kelowna,BC,,0,0
BP1119292,University of Calgary,Financial Services / A/P,2500 University Drive NW,Calgary,AB,2. TARGET (OUTSIDE),0,1065.53
CT4001512,University of Lethbridge,4401 University Drive,,Lethbridge,AB,5. QUALIFIED LOW,0,0
EM4011501,University of Manitoba,E1-368 Engineering Bldg,15 Gillson Street,Winnipeg,MB,,0,0
UOM001,University of Manitoba,"75 Chancellor's Circle, E2-390 EITC",Dept. of Elect. & Comp. Eng.,Winnipeg,MB,2. TARGET (OUTSIDE),0,777
UOM003,University of Manitoba,Supplier Payment Services,414 Administration Bldg.,Winnipeg,MB,,0,5857
UOM006,University of Manitoba,"E2-390 EITC Building, Fort Gary Campus",Electrical & Computer Engineering,Winnipeg,MB,,0,0
EM4011200,University of Northern British Columbia,3333 University Way,Att'n: Accounts Payable,Prince George,BC,5. QUALIFIED LOW,0,0
EM4011504,University of Regina,#100- 3737 Wascana Parkway,Faculty of Engineering,Regina,SK,6. NEW PROSPECT,0,0
CT4005967,University of Saskatchewan,Engineering Building,57 Campus Drive,Saskatoon,SK,2. TARGET (OUTSIDE),0,0
DAV124758,University of Saskatchewan,Facilities Management,110 Maintenance Road,Saskatoon,SK,ZZ D FAIR PROSPECT,0,0
EM4009049,University of Saskatchewan,Saskatchewan Accele Laboratory,,Saskatoon,SK,6. NEW PROSPECT,0,0
UOT005,University of the Fraser Valley,UFV Accounts Payable,33844 King Road,Abbotsford,BC,,0,0
UOT006,University of the Fraser Valley,5579 Tyson Rd.,,Chilliwack,BC,,0,0
CT4001617,University of Victoria,PO Box 3055 Stn CSC,Rm 108 Eng off Wing,Victoria,BC,6. NEW PROSPECT,0,0
UOV001,University of Victoria,Box 1700 Stn CSC,Purchasing Services,Victoria,BC,2. TARGET (OUTSIDE),0,0
UOV002,University of Victoria,"Room 120, McKinnon Building",3800 Finnerty Road,Victoria,BC,,0,0
UCF001,UVic Center for Aerospace Research (CfAR),Hanger B - 9800 McDonald Park Rd.,,Sidney,BC,,0,0
VCC002,Vancouver Career College,100-5021 Kingsway,,Burnaby,BC,,0,0
EM4010572,Vancouver Coastal Health,VCH-Finance/Accounts Payable Dept,1795 Willingdon Avenue,Burnaby,BC,3. GOOD PROSPECT,0,0
VII0010,Vantera Incorporated (IPLC),PO Box 334,,Elie,MB,,0,0
VNI001,Vecima Networks Inc,150 Cardinal Place,,Saskatoon,SK,3. GOOD PROSPECT,0,0
VES002,Venturi Systems,1908 Currie Blvd,,Brandon,MB,,0,0
VPS001,Versa Power Systems Ltd.,4852 - 52nd Street SE,,Calgary,AB,,0,0
VED003,Vertex Downhole,10911 50 Street SE,,Calgary,AB,,0,0
VAE002,Vestor Aerospace Engine Services,15- 47 Aero Drive NE,,Calgary,AB,3. GOOD PROSPECT,0,0
DAV189599,VMAC Global Technology Inc.,1333 Kipp Road,,Nanaimo,BC,2. TARGET (OUTSIDE),0,0
WDD001,Wajax Power Systems,4343 - 114 Avenue SE,,Calgary,AB,3. GOOD PROSPECT,0,6260.9
WAC006,Wave Control Systems Ltd.,9612 - 60th Avenue,,Edmonton,AB,3. GOOD PROSPECT,0,0
DAV145790,Wavefront Technology Solutions Inc.,5621 - 70 Street,,Edmonton,AB,,0,0
WES0017,wespro,6605-46 Ave,,Ponoka,AB,,0,0
DAV182921,West Coast Electric Ltd.,8090 River Road,,Richmond,BC,3. GOOD PROSPECT,0,0
CT4003392,Western Instruments Inc.,"Box 72, Site 2",RR #1,St. Albert,AB,6. NEW PROSPECT,0,0
WEM008,Western Magnesium Corp.,580 Hornby Street - 9th Floor,,Vancouver,BC,,0,0
WPE001,Western Pacific Enterprises Ltd.,1321 Ketch Court,,Coquitlam,BC,,0,0
WRL001,Western Robotics Ltd.,#215 - 12837 76th Avenue,,Surrey,BC,,0,0
WET002,Westgen Technologies,"333 7 Ave SW, #700",,Calgary,AB,2. TARGET (OUTSIDE),0,12470
WEM007,Westpine MDF,300 Carradice Road,,Quesnel,BC,,0,0
DAV107202,Westport Fuel Systems Canada Inc.,101 - 1750 West 75th Avenue,,Vancouver,BC,ZZ$EXISTING ACCOUNT$,0,4031.46
WDS002,Westquip Diesel Sales (Alta.) Ltd.,11162- 261 Street,,Acheson,AB,,0,0
CT4000896,WIKA Instruments Ltd.,3103 Parsons Rd.,,Edmonton,AB,TOP 50 - ZOWSLEY,0,25668.26
CT4000864,Willett Manufacturing (2010) Ltd.,"306 Kensington Ave., Southside",PO Box 340,Estevan,SK,2. TARGET (INSIDE),0,6383.5
EM4006523,Xantrex Technology Inc.,3700 Gilmore Way,,Burnaby,BC,2. TARGET (OUTSIDE),0,0
CT4000949,Yaskawa Wermac,5115 - 76th Avenue SE,,Calgary,AB,,0,0
ZTI002,Zaber Technologies Inc.,#2 - 605 West Kent Ave. N,,Vancouver,BC,2. TARGET (INSIDE),0,0
ZES002,Zinc8 Energy Solutions,"Unit 1, 8765 Ash Street",,Vancouver,BC,TOP 50 - ZOWSLEY,0,22313
