"Customer No.",Company,Contact,Phone,Address,City,State,Zip,Type,"Sub Type",Country,Territory,"Address 2","Bookings YTD","Previous Years Bookings","Sub Type","Sales Rep 2"
"LTC003    ","Luxmux Technology Corporation",,"(403)400-2438                 ","5 Richmond Way SW",Calgary,"AB                                                ","T3E 7M8        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"EM4011639 ","LV Control Manufacturing                          ","Chris Porter","(204)669-3600                 ","660 Golspie St.                                   ","Winnipeg                      ","MB                                                ","R2K 2V1        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","PRAIRIES            ","                                                  ",0,806.59,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"MAC008    ","MacGyver Controls",,"(780)539-4477                 ","9705-113 st.","Grande Prairie","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"EM4014136 ","Madis Engineering Ltd.                            ",,"(403)252-1818                 ","#7, 9510-114th Avenue SE","Calgary                       ","AB                                                ","T3S 0A5        ","CUSTOMER            ","ZZ$EXISTING ACCOUNT$","Canada              ","ALBERTA             ","                                                  ",0,0,"ZZ$EXISTING ACCOUNT$","ZOWSLEY             "
"MPC003    ","Magalith Power comp.","Lance sillger","(780)532-0282                 ",,"Grande prairie","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"CT4000053 ","Magellan Aerospace, Winnipeg",,"(204)775-8331                 ","660 Berry Street",Winnipeg,"MB                                                ","R3H 0S5        ","CUSTOMER            ","                    ","Canada              ","PRAIRIES            ",,0,0,"                    ","ZOWSLEY             "
"MIE005    ","Magna IV Engineering",,"(403)723-0575                 ","3140 - 114 Avenue SE",Calgary,"AB                                                ","T2Z 3V6        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,5289.76,"                    ","ZOWSLEY             "
"DAV161037 ","Magna IV Engineering       (H/O)","Cindy McCabe","(780)462-3111                 ","1103 Parsons Road SW",Edmonton,"AB                                                ","T6X 0X2        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"MCS003    ","Magnum Cementing Services Operations Ltd.",,"(403)934-9458                 ","PO Box 60010",Strathmore,"AB                                                ","T1P 0C3        ","CUSTOMER            ","5. QUALIFIED LOW    ","Canada              ","ALBERTA             ",,0,0,"5. QUALIFIED LOW    ","ZOWSLEY             "
"CT928     ","Manco Control Systems Inc.","David Moorhead","(204)632-6711                 ","52B Caithness Street",Winnipeg,"MB                                                ","R3H 0V4        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","PRAIRIES            ",,0,5782.76,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"CT4004355 ","Manitoba Hydro                                    ",,"(204)360-4300                 ","1840 Chevrier Blvd                                ","Winnipeg                      ","MB                                                ","R3T 1Y6        ","CUSTOMER            ","4. BRANCH ACCOUNT   ","Canada              ","PRAIRIES            ","Door 15 - Central Stores",0,0,"4. BRANCH ACCOUNT   ","ZOWSLEY             "
"CT999     ","Manitoba Hydro                                    ",,"(204)360-3311                 ","12 - 1146 Waverley St.","Winnipeg                      ","MB                                                ","R3C 2P4        ","CUSTOMER            ","ZZ TOP-100 (INSIDE) ","Canada              ","PRAIRIES            ","                                                  ",0,0,"ZZ TOP-100 (INSIDE) ","ZOWSLEY             "
"CT4001770 ","Manitoba Hydro    (H/O)",,"(204)360-3331                 ","PO Box 815",Winnipeg,"MB                                                ","R3C 2P4        ","CUSTOMER            ","                    ","Canada              ","PRAIRIES            ","Accounts Payable Section",0,0,"                    ","ZOWSLEY             "
"TOM100218 ","Marine Canada Acquisition Inc.",,"(604)270-6899                 ","DBA Seastar Solutions",Richmond,"BC                                                ","V6V 1P6        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ","3831 No. 6 Road",0,20083.76,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"DAV76073  ","Martech Electrical Systems Ltd.",,"(250)365-2115                 ","1700 Woodland Drive",Castlegar,"BC                                                ","V1N 4J4        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"MAI0013   ","Maryn International","Bill Hayward","(403)640-6189                 ","Bay 5, 4216 - 54th Ave SE",Calgary,"AB                                                ","T2C 2E3        ","PROSPECT            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"MAI0032   ","Matrix Automation Integration and Machine Inc.",,"(780)902-3276                 ","27717 Acheson Rd",Acheson,"AB                                                ","T7X 6B1        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,1762,"                    ","ZOWSLEY             "
"MES009    ","Medallion Energy Services",Steve,"(780)357-9514                 ","8601-112 th. St.","Grande Prairie","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"MHC001    ","Medicine Hat College","Joe Martin","(403)529-3811                 ","Medicine Hat College, 299 College Drive SE, Medici","Medicine Hat","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"MEC0010   ","MEG Energy Corp.",,"(403)770-0446                 ","600 - 3 Avenue SW",Calgary,"AB                                                ","T2P 0G5        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","25th Floor",0,0,"                    ","ZOWSLEY             "
"DAV193994 ","Meridian Power Systems Inc.",,"(780)416-7575                 ","411 Kaska Rd.","Sherwood Park","AB                                                ","T8A 4E9        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,7481.6,"3. GOOD PROSPECT    ","ZOWSLEY             "
"MMF001    ","Meter Man Flow Products",,"(403)845-0808                 ","50 Parkside Rd.","Red Deer","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"TPX100339 ","Methanex Corporation                              ",,"(403)527-8141                 ","Box 1100, 3806 Box Springs Road NW","Medicine Hat                  ","AB                                                ","T1A 7H1        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","ALBERTA             ",,0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"MEV001    ","Metro Vancouver / Metrotower III","Chris McAuley","(604)432-6200                 ","4730 Kingsway, Mailroom 11th Floor",Burnaby,"BC                                                ","V5H 0C6        ","CUSTOMER            ","                    ","Canada              ","BC                  ",accountspayable@metrovancouver.org,0,0,"                    ","ZOWSLEY             "
"MIL0026   ","Michael Legary",,"(204)297-9100                 ","34 Empire Street",Headingley,"MB                                                ","R4H 1A6        ","CUSTOMER            ","                    ","Canada              ","PRAIRIES            ",,0,6421,"                    ","ZOWSLEY             "
"MIT004    ","Micro Tool & Machine Ltd. (MTM)",,"(204)774-1641                 ","1166 Sanford Street",Winnipeg,"MB                                                ","R3E 2Z9        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","PRAIRIES            ",,0,59101.4,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"MIC0021   ",Microsemi,,"(604)415-6000                 ","8555 Baxter Place",Burnaby,"BC                                                ","V5A 4V7        ","PROSPECT            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"MIE004    ","Midland Electric","Brad Wibdifield","(403)394-2494                 ","401C-31 st. N.",Lethbridge,"AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"MIE006    ","Milado Electric","Mike Mikado","(403)332-3532                 ","3420 12 Ave N",Lethbridge,"AB                                                ","T1H 5V1        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"MOS004    ","Millard oilfield Services",,"(403)527-6235                 ",,"Medicine Hat","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"MRC001    ","Millenia Engineering","Mike Bowden","(403)571-0510                 ","#200, 628 - 11th Ave SW",Calgary,"AB                                                ","T2R 0E2        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"MIP008    ","Ming Tong",,"(587)700-9369                 ","Unit 501",Calgary,"AB                                                ","T2G 1T2        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","450 8th Avenue SE",0,1963,"                    ","ZOWSLEY             "
"MIS0012   ","MistyWest Energy & Transport Ltd.",,"(778)828-6101                 ","2nd Floor; #554 East 15th Ave,",Vancouver,"BC                                                ","V5T 2R5        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"EM4015814 ","Mitsubishi Hitachi Power Systems Canadia Ltd.",,"(306)242-9222                 ","3903 Brodsky Avenue","Saskatoon                     ","SK                                                ","S7P 0C9        ","CUSTOMER            ","ZZ D FAIR PROSPECT  ","Canada              ","PRAIRIES            ","Power Division Service Facility, unit #100",0,0,"ZZ D FAIR PROSPECT  ","ZOWSLEY             "
"MDL004    ","Mobiltex Data Ltd",,"(403)291-2770                 ","3640 26 Street NE",Calgary,"AB                                                ","T1Y 4T7        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"MDL005    ","Mobiltex Data Ltd",,"(403)291-2770                 ","3640 26 St NE",Calgary,"AB                                                ","T1Y 4T7        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"TP2175884 ","Moloney Electric Inc.                             ",,"(780)962-4567                 ",BANKRUPT,"Spruce Grove                  ","AB                                                ","T7X 3B2        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","ALBERTA             ","120 Diamond Avenue  / PO Box 3968",0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"MAG0022   ","Moog Aircraft Group",,"(310)533-1178                 ","20263 S Western Ave",Torrance,"CA                                                ","90501          ","PROSPECT            ","                    ","USA                 ","USA                 ",,0,0,"                    ","ZOWSLEY             "
"MDG001    ","Motus Design Group Ltd.",,"(778)817-0247                 ","201-1821 Cook Street",Victoria,"BC                                                ","V8T 3P5        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"MTI0015   ","MPB Technologies Inc.",,"(403)912-0037                 ","27 East Lake Hill",Airdrie,"AB                                                ","T4A 2K3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","Electronics Test Centre",0,0,"                    ","ZOWSLEY             "
"MCS002    ","MR Control Systems Inc","Matt Eska","(403)243-9629                 ","4620 Manilla Road SE",Calgary,"AB                                                ","T2G 4B7        ","PROSPECT            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"NAI002    ","Nacon Industries","Risha Aujesky","(403)393-1621                 ","220 Saskatchewan Dr.NE",Lethbridge,"AB                                                ","T0J 2P0        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"EM4011288 ","NAIT Main Campus",,"(780)471-7456                 ","11762 - 106 Street NW",Edmonton,"AB                                                ","T5G 2R1        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"NAM006    ","NAMCO Machine & Gear Works Ltd.",,"(780)463-5602                 ","9168 - 35 Avenue NW",Edmonton,"AB                                                ","T6E 6N9        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,9303.28,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"NOV006    ","National Oilwell Varco  DOWNHOLE","Trevor Doege","(780)702-5587                 ","3660 93 St NW",Edmonton,"AB                                                ","T6E 5N3        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"EM4011310 ","National Research Council                         ",,"(250)490-4350                 ","Drao Pen White Lake Road                          ","Penticton                     ","BC                                                ","V2A 6K3        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","BC                  ","PO Box 248, Stn. Main                             ",0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"EM4014155 ","National Research Council",,"(604)221-3000                 ","Institute for Fuel Cell Innovation",Vancouver,"BC                                                ","V6T 1W5        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ","4250 Wesbrook Mall",0,5035.84,"3. GOOD PROSPECT    ","ZOWSLEY             "
"TPX100321 ","National Research Council                         ",,"(204)983-7692                 ","Institute for Biodiagnostics                      ","Winnipeg                      ","MB                                                ","R3B 1Y6        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","PRAIRIES            ","435 Ellice Avenue                                 ",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"NRC003    ","National Research Council","Mike Pfleger","(250)363-0001                 ","5071 West Saanich Road",Victoria,"BC                                                ","V9E 2E7        ","PROSPECT            ","6. NEW PROSPECT     ","Canada              ","BC                  ",,0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"DAV271611 ","Natural Resources Canada                          ","Nicholas Courtier","(250)363-6405                 ","Pacific Geological Survey of Canada               ","Sidney                        ","BC                                                ","V8L 4B2        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ","Box 6000,  9860 W Saanich Road                    ",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"NCM001    ","NCS Multistage",,"(403)720-3236                 ","800–840, 7 Ave SW",Calgary,"AB                                                ","T2P 3G2        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"NET007    ","Netint Technologies Inc.",,"                              ","306-3500 Gilmore Way",Burnaby,"BC                                                ","V5G 0B8        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"NEP004    ","Neufeld Petroleum","Dan LeBlanc","(866)814-6111                 ","101,14125-99 st.","Grande Prairie","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"NET0010   ","Neurio Technology",,"                              ","768 Seymour St",Vancouver,"BC                                                ","V6B 3K9        ","PROSPECT            ","                    ","Canada              ","BC                  ",,0,2748,"                    ","ZOWSLEY             "
"NTI0010   ","Neurio Technology Inc.",,"(855)242-2220                 ","6th Floor - 555 Robson Street",Vancouver,"BC                                                ","V6B 2B7        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,24037,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"NCG001    ","NewAge Consulting Group Inc","Greg Thomson","(306)781-4800                 ","855 Arcola Ave",Regina,"SK                                                ","S4N 0S9        ","PROSPECT            ","3. GOOD PROSPECT    ","Canada              ","PRAIRIES            ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"NSP003    ","Nex Source Power",,"(403)391-0942                 ",,"Sylvan Lake","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"NEX001    ",Nexsource,"Chad Ostendorf","(780)539-9906                 ","10905-97 Ave.","Grande Prairie","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"NIS0011   ","NextGen Integrated Systems Inc.",,"(604)468-8035                 ","5 - 19351 94 Ave.",Surrey,"BC                                                ","V4N 4E6        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"NTI006    ","Noralta Technologies Inc.",Nathan,"(403)346-9297                 ","2-8021 Edgar Industrial park","Red Deer","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"DAV222453 ","Noram Engineering and Constructors Ltd.",,"(604)681-2030                 ","200 Granville St., #1800","Vancouver                     ","BC                                                ","V6C 1S4        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"NOW003    ","Noramco Wire & Cable",,"(780)468-5678                 ","4328 55th ave.",Edmonton,"AB                                                ","T6B 3S2        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"NEI0010   ","Norma Engineering Inc","Paul Jones","(403)457-3670                 ","310, 540-5th Avenue S.W.",Calgary,"AB                                                ","T2P 0M2        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"NAC009    ","North American Construction Group",,"(780)960-7171                 ","11405 - 163 Street",Edmonton,"AB                                                ","T5M 3Y3        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"NOD005    ","Northstar Drillstem Testers Inc.",,"(403)265-8987                 ","2410A - 2nd Avenue SE",Calgary,"AB                                                ","T2E 6J9        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"NCC002    ","Northwest Community College",,"(250)635-6511                 ","5331 McConnell Ave.",Terrace,"BC                                                ","V8G 4X2        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"DES0013   ","NOV Canada ULC",,"(403)319-2333                 ","Completion & Production Solutions",Calgary,"AB                                                ","T2C 4T6        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ","6771 - 84 Street SE",0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"NCA002    ","NOV Canada ULC",,"(403)569-2222                 ","7910 - 48 Street SE",Calgary,"AB                                                ","T2C 2X3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"DAV229159 ","NOV Canada ULC","Joe Teves","(877)592-4466                 ","PO Box 667",Calgary,"AB                                                ","T2P 2J3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","Station M",0,0,"                    ","ZOWSLEY             "
"EM4014368 ","Nova Chemicals",,"(403)250-4700                 ","2928 - 16th Street NE                             ","Calgary                       ","AB                                                ","T2E 7K7        ","CUSTOMER            ","ZZ D FAIR PROSPECT  ","Canada              ","ALBERTA             ","                                                  ",0,0,"ZZ D FAIR PROSPECT  ","ZOWSLEY             "
"TOM100009 ","Nova Chemicals Corp                (H/O)          ",,"(403)314-8611                 ","PO Box 5006                                       ","Red Deer                      ","AB                                                ","T4N 6A1        ","CUSTOMER            ","ZZ TOP-100 (INSIDE) ","Canada              ","ALBERTA             ","A/P, Strategic In, Bldg 9                         ",0,0,"ZZ TOP-100 (INSIDE) ","ZOWSLEY             "
"NOC003    ","NOVA Chemicals Corporation",,"(403)314-8274                 ","38430 Highway 815","Lacombe County","AB                                                ","T4L 2N2        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,56.64,"                    ","ZOWSLEY             "
"EM4012536 ","NOVA Gas Transmission Ltd.      (H/O)",,"(403)920-2000                 ","PO Box 1000, Station M                            ","Calgary                       ","AB                                                ","T2P 4K5        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ","Accounts Payable Department",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"EM4013120 ","NovAtel Inc.",,"(403)295-4500                 ","Hexagon Calgary Campus",Calgary,"AB                                                ","T3K 2L5        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ","10921 - 14th Street NE",0,65650,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"NHA001    ","NRC Herzberg Astronomy and Astrophysics","Mohammad Islam","(250)497-2339                 ","PO Box 248",Penticton,"BC                                                ","V2A 6J9        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"NUE003    ","Nuvision Electrical & Instrumentation Ltd.",,"                              ","4910 51 Street",Stettler,"AB                                                ","T0C 2L0        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"NYV001    ","NYIT Vancouver",,"(604)639-0942                 ","701 W. Georgia St., Suite 1700",Vancouver,"BC                                                ","V7Y 1K8        ","CUSTOMER            ","                    ","Canada              ","BC                  ","P.O. Box 10104",0,0,"                    ","ZOWSLEY             "
"OBR001    ","Obsidian Research",,"(780)701-9201                 ","#120, 4445 Calgary Trail NW",Edmonton,"AB                                                ","T6H 5R7        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"CD11019   ","Oce Display Graphics Systems Inc.","John Nattrass","(604)232-2273                 ","406 - 13251 Delf Place","Richmond                      ","BC                                                ","V6V 2A2        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ","                                                  ",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"OKA001    ","Okanagan Automation",,"(250)765-5509                 ","#5 - 364 Lougheed Road",Kelowna,"BC                                                ","V1X 7R8        ","PROSPECT            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"EM4013619 ","Okanagan College",,"(250)762-5445                 ","Finance - Accounts Payable",Kelowna,"BC                                                ","V1Y 4X8        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ","1000 KLO Road",0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"OLG002    ","Oleg Gritsev",,"(403)383-4515                 ","54 Niven Pl NW",Calgary,"AB                                                ","T2K 5Y1        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,1583,0,"                    ","ZOWSLEY             "
"OPI004    ","Opcon Inc.",,"(403)828-3200                 ","54004 Township Road 252",Calgary,"AB                                                ","T3Z 2S5        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"DAV61705  ","Pace Technologies",,"(780)450-0902                 ","9604-41 Avenue NW",Edmonton,"AB                                                ","T6E 6G9        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","Suite 112",0,0,"                    ","ZOWSLEY             "
"TP3344    ","Pacific Insight Electronics Corp.",,"(250)354-1155                 ","1155 Insight Drive                                ","Nelson                        ","BC                                                ","V1L 5P5        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ","                                                  ",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"PAN001    ","Panelflex Ltd.",,"(403)874-3978                 ","7408 40 Street SE",Calgary,"AB                                                ","T2C 2L6        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ","Bay 9",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"DAV86806  ","Pason Systems Corp.",,"(403)301-3400                 ","6130 - 3rd Street SE",Calgary,"AB                                                ","T2H 1K4        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"CT4000955 ","Patton & Cooke Ltd.",,"(604)591-5374                 ","7795 - 128th Street",Surrey,"BC                                                ","V3W 4E6        ","CUSTOMER            ","                    ","Canada              ","BC                  ","Unit 100",0,0,"                    ","ZOWSLEY             "
"DAV265061 ","Pauwels Canada                                    ",,"(204)452-7446                 ","see CG Power...........","Winnipeg                      ","MB                                                ","R3T 0L7        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","PRAIRIES            ","                                                  ",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"EM4014050 ","PCA Valence Engineering Technologies Ltd (H/O)",,"(403)640-2868                 ","#151, 4999-43rd Street SE","Calgary                       ","AB                                                ","T2B 3N4        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","ALBERTA             ",,0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"PCC002    ","PCC Communications",,"(780)408-8840                 ","9741 - 54 Avenue",Edmonton,"AB                                                ","T6E 5J4        ","PROSPECT            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"PEE003    ","Peco Electrical Ltd.",,"(780)612-8616                 ","6708 - 41 Street",Leduc,"AB                                                ","T9E 0Z4        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","ALBERTA             ",,0,688.98,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"PPC004    ","Pembina Pipeline Corporation",,"(403)231-7500                 ","4000, 525 - 8th Ave. SW",Calgary,"AB                                                ","T2P 1G1        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"PFL002    ","Penticton Foundry Ltd.",,"(250)492-7043                 ","568 Dawson Avenue",Penticton,"BC                                                ","V2A 3N8        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"PEI006    ","Perm Inc.",,"(587)794-3364                 ","3956 - 29th Street NE",Calgary,"AB                                                ","T1Y 6B6        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"DAV186085 ","Petrospec Engineering Ltd","Gerry Chalifoux","(780)449-1027                 ","275 Portage Close","Sherwood Park","AB                                                ","T8H 2R5        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"CT4001045 ","Philtek Electronics Ltd.",,"(604)270-4642                 ","11828 Machrina Way",Richmond,"BC                                                ","V7A 4V1        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ","OUT OF BUSINESS",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"WST14636  ","Photon Control Inc.",,"(604)900-3150                 ","#130 - 13500 Verdun Place",Richmond,"BC                                                ","V6V 1V2        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,4405,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"PFI005    ","Piebiak Farms Inc.",,"(780)359-2448                 ","PO Box 97",Eaglesham,"AB                                                ","T0H 1H0        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"PPS001    ","Pioneer Petrotech Services Inc.",,"(403)282-7669                 ","#1, 1431 - 40 Ave. NE",Calgary,"AB                                                ","T2E 8N6        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"PMI0010   ","Planar Motor Inc.",,"(604)484-0220                 ","100-6660 Graybar Road",Richmond,"BC                                                ","V6W 1H9        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"CT4000922 ","Polyphase Engineered Controls","Hari Upadhyay","(780)465-3283                 ","3555 - 93 Street","Edmonton                      ","AB                                                ","T6E 6N6        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ","                                                  ",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"PEL0010   ","Portable Electric Ltd.",,"(604)901-2500                 ","258 Raymur Avenue",Vancouver,"BC                                                ","V6A 3K8        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
