"Customer No.",Company,Contact,Phone,Address,City,State,Zip,Type,"Sub Type",Country,Territory,"Address 2","Bookings YTD","Previous Years Bookings","Sub Type","Sales Rep 2"
"CT4001770 ","Manitoba Hydro    (H/O)",,"(204)360-3331                 ","PO Box 815",Winnipeg,"MB                                                ","R3C 2P4        ","CUSTOMER            ","                    ","Canada              ","PRAIRIES            ","Accounts Payable Section",0,0,"                    ","ZOWSLEY             "
"TOM100218 ","Marine Canada Acquisition Inc.",,"(604)270-6899                 ","DBA Seastar Solutions",Richmond,"BC                                                ","V6V 1P6        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ","3831 No. 6 Road",0,20083.76,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"DAV76073  ","Martech Electrical Systems Ltd.",,"(250)365-2115                 ","1700 Woodland Drive",Castlegar,"BC                                                ","V1N 4J4        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"MAI0032   ","Matrix Automation Integration and Machine Inc.",,"(780)902-3276                 ","27717 Acheson Rd",Acheson,"AB                                                ","T7X 6B1        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,1762,"                    ","ZOWSLEY             "
"MEC0010   ","MEG Energy Corp.",,"(403)770-0446                 ","600 - 3 Avenue SW",Calgary,"AB                                                ","T2P 0G5        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","25th Floor",0,0,"                    ","ZOWSLEY             "
"DAV193994 ","Meridian Power Systems Inc.",,"(780)416-7575                 ","411 Kaska Rd.","Sherwood Park","AB                                                ","T8A 4E9        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,7481.6,"3. GOOD PROSPECT    ","ZOWSLEY             "
"MEV001    ","Metro Vancouver / Metrotower III","Chris McAuley","(604)432-6200                 ","4730 Kingsway, Mailroom 11th Floor",Burnaby,"BC                                                ","V5H 0C6        ","CUSTOMER            ","                    ","Canada              ","BC                  ",accountspayable@metrovancouver.org,0,0,"                    ","ZOWSLEY             "
"MIL0026   ","Michael Legary",,"(204)297-9100                 ","34 Empire Street",Headingley,"MB                                                ","R4H 1A6        ","CUSTOMER            ","                    ","Canada              ","PRAIRIES            ",,0,6421,"                    ","ZOWSLEY             "
"MIT004    ","Micro Tool & Machine Ltd. (MTM)",,"(204)774-1641                 ","1166 Sanford Street",Winnipeg,"MB                                                ","R3E 2Z9        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","PRAIRIES            ",,0,59101.4,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"MIP008    ","Ming Tong",,"(587)700-9369                 ","Unit 501",Calgary,"AB                                                ","T2G 1T2        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","450 8th Avenue SE",0,1963,"                    ","ZOWSLEY             "
"MIS0012   ","MistyWest Energy & Transport Ltd.",,"(778)828-6101                 ","2nd Floor; #554 East 15th Ave,",Vancouver,"BC                                                ","V5T 2R5        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"MDG001    ","Motus Design Group Ltd.",,"(778)817-0247                 ","201-1821 Cook Street",Victoria,"BC                                                ","V8T 3P5        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"MTI0015   ","MPB Technologies Inc.",,"(403)912-0037                 ","27 East Lake Hill",Airdrie,"AB                                                ","T4A 2K3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","Electronics Test Centre",0,0,"                    ","ZOWSLEY             "
"EM4011288 ","NAIT Main Campus",,"(780)471-7456                 ","11762 - 106 Street NW",Edmonton,"AB                                                ","T5G 2R1        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"NAM006    ","NAMCO Machine & Gear Works Ltd.",,"(780)463-5602                 ","9168 - 35 Avenue NW",Edmonton,"AB                                                ","T6E 6N9        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,9303.28,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"EM4011310 ","National Research Council                         ",,"(250)490-4350                 ","Drao Pen White Lake Road                          ","Penticton                     ","BC                                                ","V2A 6K3        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","BC                  ","PO Box 248, Stn. Main                             ",0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"EM4014155 ","National Research Council",,"(604)221-3000                 ","Institute for Fuel Cell Innovation",Vancouver,"BC                                                ","V6T 1W5        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ","4250 Wesbrook Mall",0,5035.84,"3. GOOD PROSPECT    ","ZOWSLEY             "
"TPX100321 ","National Research Council                         ",,"(204)983-7692                 ","Institute for Biodiagnostics                      ","Winnipeg                      ","MB                                                ","R3B 1Y6        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","PRAIRIES            ","435 Ellice Avenue                                 ",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"NRC003    ","National Research Council","Mike Pfleger","(250)363-0001                 ","5071 West Saanich Road",Victoria,"BC                                                ","V9E 2E7        ","PROSPECT            ","6. NEW PROSPECT     ","Canada              ","BC                  ",,0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"NET0010   ","Neurio Technology",,"                              ","768 Seymour St",Vancouver,"BC                                                ","V6B 3K9        ","PROSPECT            ","                    ","Canada              ","BC                  ",,0,2748,"                    ","ZOWSLEY             "
"NTI0010   ","Neurio Technology Inc.",,"(855)242-2220                 ","6th Floor - 555 Robson Street",Vancouver,"BC                                                ","V6B 2B7        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,24037,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"NCG001    ","NewAge Consulting Group Inc","Greg Thomson","(306)781-4800                 ","855 Arcola Ave",Regina,"SK                                                ","S4N 0S9        ","PROSPECT            ","3. GOOD PROSPECT    ","Canada              ","PRAIRIES            ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"NIS0011   ","NextGen Integrated Systems Inc.",,"(604)468-8035                 ","5 - 19351 94 Ave.",Surrey,"BC                                                ","V4N 4E6        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"DAV222453 ","Noram Engineering and Constructors Ltd.",,"(604)681-2030                 ","200 Granville St., #1800","Vancouver                     ","BC                                                ","V6C 1S4        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"NOD005    ","Northstar Drillstem Testers Inc.",,"(403)265-8987                 ","2410A - 2nd Avenue SE",Calgary,"AB                                                ","T2E 6J9        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"DES0013   ","NOV Canada ULC",,"(403)319-2333                 ","Completion & Production Solutions",Calgary,"AB                                                ","T2C 4T6        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ","6771 - 84 Street SE",0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"NCA002    ","NOV Canada ULC",,"(403)569-2222                 ","7910 - 48 Street SE",Calgary,"AB                                                ","T2C 2X3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"DAV229159 ","NOV Canada ULC","Joe Teves","(877)592-4466                 ","PO Box 667",Calgary,"AB                                                ","T2P 2J3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","Station M",0,0,"                    ","ZOWSLEY             "
"EM4014368 ","Nova Chemicals",,"(403)250-4700                 ","2928 - 16th Street NE                             ","Calgary                       ","AB                                                ","T2E 7K7        ","CUSTOMER            ","ZZ D FAIR PROSPECT  ","Canada              ","ALBERTA             ","                                                  ",0,0,"ZZ D FAIR PROSPECT  ","ZOWSLEY             "
"NOC003    ","NOVA Chemicals Corporation",,"(403)314-8274                 ","38430 Highway 815","Lacombe County","AB                                                ","T4L 2N2        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,56.64,"                    ","ZOWSLEY             "
"EM4013120 ","NovAtel Inc.",,"(403)295-4500                 ","Hexagon Calgary Campus",Calgary,"AB                                                ","T3K 2L5        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ","10921 - 14th Street NE",0,65650,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"EM4013619 ","Okanagan College",,"(250)762-5445                 ","Finance - Accounts Payable",Kelowna,"BC                                                ","V1Y 4X8        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ","1000 KLO Road",0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"OLG002    ","Oleg Gritsev",,"(403)383-4515                 ","54 Niven Pl NW",Calgary,"AB                                                ","T2K 5Y1        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,1583,0,"                    ","ZOWSLEY             "
"OPI004    ","Opcon Inc.",,"(403)828-3200                 ","54004 Township Road 252",Calgary,"AB                                                ","T3Z 2S5        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"DAV61705  ","Pace Technologies",,"(780)450-0902                 ","9604-41 Avenue NW",Edmonton,"AB                                                ","T6E 6G9        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","Suite 112",0,0,"                    ","ZOWSLEY             "
"PAN001    ","Panelflex Ltd.",,"(403)874-3978                 ","7408 40 Street SE",Calgary,"AB                                                ","T2C 2L6        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ","Bay 9",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"CT4000955 ","Patton & Cooke Ltd.",,"(604)591-5374                 ","7795 - 128th Street",Surrey,"BC                                                ","V3W 4E6        ","CUSTOMER            ","                    ","Canada              ","BC                  ","Unit 100",0,0,"                    ","ZOWSLEY             "
"EM4014050 ","PCA Valence Engineering Technologies Ltd (H/O)",,"(403)640-2868                 ","#151, 4999-43rd Street SE","Calgary                       ","AB                                                ","T2B 3N4        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","ALBERTA             ",,0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"PEE003    ","Peco Electrical Ltd.",,"(780)612-8616                 ","6708 - 41 Street",Leduc,"AB                                                ","T9E 0Z4        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","ALBERTA             ",,0,688.98,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"PPC004    ","Pembina Pipeline Corporation",,"(403)231-7500                 ","4000, 525 - 8th Ave. SW",Calgary,"AB                                                ","T2P 1G1        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"PFL002    ","Penticton Foundry Ltd.",,"(250)492-7043                 ","568 Dawson Avenue",Penticton,"BC                                                ","V2A 3N8        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"DAV186085 ","Petrospec Engineering Ltd","Gerry Chalifoux","(780)449-1027                 ","275 Portage Close","Sherwood Park","AB                                                ","T8H 2R5        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"CT4001045 ","Philtek Electronics Ltd.",,"(604)270-4642                 ","11828 Machrina Way",Richmond,"BC                                                ","V7A 4V1        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ","OUT OF BUSINESS",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"WST14636  ","Photon Control Inc.",,"(604)900-3150                 ","#130 - 13500 Verdun Place",Richmond,"BC                                                ","V6V 1V2        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ",,0,4405,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"PFI005    ","Piebiak Farms Inc.",,"(780)359-2448                 ","PO Box 97",Eaglesham,"AB                                                ","T0H 1H0        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"PMI0010   ","Planar Motor Inc.",,"(604)484-0220                 ","100-6660 Graybar Road",Richmond,"BC                                                ","V6W 1H9        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"PCI007    ","Powell Canada, Inc.","Vicky Whiffen","(780)948-3300                 ","10960 - 274 Street",Acheson,"AB                                                ","T7X 6P7        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,5632.02,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"PTL003    ","Power Technologies Ltd.",,"(780)831-5369                 ","10310 - 76 Ave","Grande Prairie","AB                                                ","T8W 1Y6        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"TOM100208 ","Powertech Labs Inc.",,"(604)590-7500                 ","12388 - 88th Avenue",Surrey,"BC                                                ","V3W 7R7        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,0,22373.67,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"PRA009    ","Praxair Canada Inc.",,"                              ","PO Box 1840",Gibbons,"AB                                                ","T0A 1N0        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"PDS001    ","Precise Downhole Services Ltd.",,"(780)955-0017                 ","506 23A Avenue",Nisku,"AB                                                ","T9E 8G2        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"EM4008490 ","Price Industries Limited",Chris,"(204)669-4220                 ","638 Raleigh St.",Winnipeg,"MB                                                ","R2K 3Z9        ","CUSTVEND            ","2. TARGET (OUTSIDE) ","Canada              ","PRAIRIES            ",,0,964.13,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"PRE007    ","Prime Engineering Ltd.",,"(250)590-8912                 ","1-717 Aldebury Street",Victoria,"BC                                                ","V9A 5T2        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,5186.43,54174.65,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"CT4001047 ","Prime Mover Controls",,"(604)433-4644                 ","3600 Gilmore Way",Burnaby,"BC                                                ","V5G 4R8        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,0,35642.5,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"TPZ1007   ","Procon Systems (2013) Inc.",,"(780)437-0244                 ","6025 - 99 Street NW","Edmonton                      ","AB                                                ","T6E 3P1        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","                                                  ",2287.76,995.68,"                    ","ZOWSLEY             "
"PRI0027   ","Progressive Rubber Industries Inc.",,"(250)851-0611                 ","597 Chilcotin Rd",Kamloops,"BC                                                ","V2H 1G5        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,0,41796.44,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"EM4006629 ","PTI Transformers Inc.","Bernardo Gomez","(306)721-3114                 ","1155 Park Street                                  ","Regina                        ","SK                                                ","S4N 4Y8        ","CUSTVEND            ","3. GOOD PROSPECT    ","Canada              ","PRAIRIES            ","                                                  ",0,2484.35,"3. GOOD PROSPECT    ","ZOWSLEY             "
"DAV144893 ","Public Works Esquimalt Graving                    ",,"(250)363-3991                 ","825 Admirals Rd.","Victoria                      ","BC                                                ","V9A 2P1        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","BC                  ","                                                  ",0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"DAV261597 ","Purcee Industrial Power Ltd. H/O","Les Peterson","(403)686-2038                 ","RR1 Site 19 Box 2",Okotoks,"AB                                                ","T1S 1A1        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ","32101 - 393 Ave E.",0,0,"                    ","ZOWSLEY             "
"PUR002    ","PureHM Inc.",,"(780)436-4400                 ","Unit 1 - 5, 1260 34 Avenue",Nisku,"AB                                                ","T9E 1K7        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"EM4012872 ","Pyramid Corporation                (H/O)",,"(780)955-2988                 ","2308 - 8th Street",Nisku,"AB                                                ","T9E 7Z2        ","CUSTVEND            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"QAL001    ","QAI Laboratories",,"(877)461-8378                 ","3980 North Fraser Way",Burnaby,"BC                                                ","V5J 5K5        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ",,0,15324,"3. GOOD PROSPECT    ","ZOWSLEY             "
"DAV276362 ","Quadlogic Meters Canada Inc.",,"(877)358-5155                 ","Unit 1105 - 573 Sherling Place","Port Coquitlam","BC                                                ","V3B 0J6        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ",,3622.35,36138.13,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"RAE005    ","Radial Engineering Ltd.",,"(604)942-1001                 ","1845 Kingsway Avenue - Unit 1165","Port Coquitlam","BC                                                ","V3C 1S9        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,0,0,"                    ","ZOWSLEY             "
"RAM009    ","Ranglar Manufacturing Inc.",,"(403)252-2124                 ","3111 Shepard Place S.E",Calgary,"AB                                                ","T2C 4P1        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ","A Division of Coil Solutions Inc.",0,1810.35,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"CT4005095 ","Raytheon Canada Ltd.                              ",,"(403)295-6907                 ","Calgary Electronics Facility                      ","Calgary                       ","AB                                                ","T2E 8N9        ","CUSTOMER            ","ZZ D FAIR PROSPECT  ","Canada              ","ALBERTA             ","919 - 72nd Ave. NE",0,0,"ZZ D FAIR PROSPECT  ","ZOWSLEY             "
"REW004    ","Remote Wireline",,"(780)939-6655                 ","8804 - 98 Street",Morinville,"AB                                                ","T8R 1K6        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,2332.4,"3. GOOD PROSPECT    ","ZOWSLEY             "
"OWM001    ","Reservoir Group",,"                              ","105, 1437 - 47th Avenue NE",Calgary,"AB                                                ","T2E 6N7        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"REL003    ","REV Engineering Ltd.",,"(403)287-0156                 ","3236 - 50 Avenue SE",Calgary,"AB                                                ","T2B 3A3        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,78405.21,136498.89,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"CT4001051 ","RIC Electronics Ltd.",,"(604)549-9350                 ","5628 Riverbend Dr.",Burnaby,"BC                                                ","V3N 0C1        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","BC                  ","Unit 1",0,16033.91,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"RPC002    ","RIC Power Corporation",,"(604)549-8282                 ","5628 Riverbend Dr.",Burnaby,"BC                                                ","V3N 0C1        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","BC                  ","Unit 1",0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"ROS002    ","Rigid Oilfield Services Ltd.","Chad Dell","(780)987-4903                 ","7601 42 Street",Leduc,"AB                                                ","T9E 0K5        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"RME005    ","Rocky Mountain Embedded Design Inc.",,"(403)774-9399                 ","#305, 2816 - 11th Street NE",Calgary,"AB                                                ","T2E 7S7        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,16166,"                    ","ZOWSLEY             "
"REW007    ","Rodan Energy Solutions Corp.",,"(403)301-3314                 ","736-6th Ave. SW",Calgary,"AB                                                ","T2P 3T7        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","ALBERTA             ","Suite 1700",0,1131.42,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"EM4011304 ","Sabre Ltd. (H/O)",,"(403)258-0566                 ","4460-54 Ave. SE",Calgary,"AB                                                ","T2C 3A8        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,0,167377.75,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"CT4001739 ",SAIT,,"(403)284-7248                 ","1301-16th Avenue NW",Calgary,"AB                                                ","T2M 0L4        ","CUSTVEND            ","2. TARGET (OUTSIDE) ","Canada              ","ALBERTA             ",,0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"MAP0016   ","Sanctuary AI",,"                              ","1825 Quebec Street, Unit 201",Vancouver,"BC                                                ","V5T 2Z3        ","CUSTOMER            ","                    ","Canada              ","BC                  ","Att'n: Mary Postles",0,12799.35,"                    ","ZOWSLEY             "
"EM4009063 ","Sask Power                                        ",,"(306)634-1300                 ","Boundary Dam Power Station","Estevan                       ","SK                                                ","S4A 2A6        ","CUSTOMER            ","ZZ$EXISTING ACCOUNT$","Canada              ","PRAIRIES            ","Highway #18 West / PO Box 790",0,0,"ZZ$EXISTING ACCOUNT$","ZOWSLEY             "
"CT4001665 ","Sask Power                         (H/O)          ",,"(306)566-2121                 ","2025 Victoria Avenue                              ","Regina                        ","SK                                                ","S4P 0S1        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","PRAIRIES            ","c/o A.P. / 4th Floor NE",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"EM4006713 ","Sask Tel                                          ",,"(306)777-3648                 ","2133 1st Avenue                                   ","Regina                        ","SK                                                ","S4R 8G4        ","CUSTOMER            ","5. QUALIFIED LOW    ","Canada              ","PRAIRIES            ","2nd floor",0,0,"5. QUALIFIED LOW    ","ZOWSLEY             "
"EM4011241 ","Sask Tel                                          ",,"(306)777-4294                 ","2121 Saskatchewan Dr.                             ","Regina                        ","SK                                                ","S4P 3Y2        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","PRAIRIES            ","6th Floor",0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"TPZ1028   ","Sask Tel                                          ",,"(306)931-5852                 ","140 - 1st Avenue North                            ","Saskatoon                     ","SK                                                ","S7K 1W8        ","CUSTOMER            ","6. NEW PROSPECT     ","Canada              ","PRAIRIES            ","4th Floor                                         ",0,0,"6. NEW PROSPECT     ","ZOWSLEY             "
"SIH003    ","Saskatchewan Polytechnic",,"(306)933-7332                 ","Administrative Offices",Saskatoon,"SK                                                ","S7K 5X2        ","CUSTOMER            ","4. BRANCH ACCOUNT   ","Canada              ","PRAIRIES            ","400 - 119, 4th Avenue South",0,0,"4. BRANCH ACCOUNT   ","ZOWSLEY             "
"EM4006416 ","Saskatchewan Polytechnic Moose Jaw Campus",,"(306)694-3355                 ","Saskatchewan St. & 6th Ave NW","Moose Jaw","SK                                                ","S6H 4R4        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","PRAIRIES            ","PO Box 1420",0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"EM4011538 ","Saskatchewan Polytechnic Saskatoon Campus",,"(306)933-6350                 ","PO Box 1550",Saskatoon,"SK                                                ","S7K 3R5        ","CUSTOMER            ","2. TARGET (OUTSIDE) ","Canada              ","PRAIRIES            ","1130 Idylwyld Dr. North",0,0,"2. TARGET (OUTSIDE) ","ZOWSLEY             "
"SRC001    ","Saskatchewan Research Council",,"(306)787-9400                 ","6 Research Drive",Regina,"SK                                                ","S4S 7J7        ","CUSTOMER            ","4. BRANCH ACCOUNT   ","Canada              ","PRAIRIES            ","PTRC Building",0,0,"4. BRANCH ACCOUNT   ","ZOWSLEY             "
"EM4011640 ","Saskatchewan Research Council (H/O)",,"(306)933-6933                 ","15 Innovation Blvd.                               ","Saskatoon                     ","SK                                                ","S7N 2X8        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","PRAIRIES            ","                                                  ",0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"SIL0014   ","Schepp Industries Ltd.",,"(403)988-9406                 ","777 Coopers Dr SW",Airdrie,"AB                                                ","T4B 2W3        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"DAV250383 ","Schlumberger                                      ",,"(780)463-8638                 ","Edmonton Products Center                          ","Edmonton                      ","AB                                                ","T6X 0E3        ","CUSTOMER            ","ZZ TOP-100 (INSIDE) ","Canada              ","ALBERTA             ","9803 – 12th Avenue SW",0,0,"ZZ TOP-100 (INSIDE) ","ZOWSLEY             "
"EM4008712 ",Schlumberger,,"(403)346-6681                 ","#1, 8075 - 49th Ave","Red Deer                      ","AB                                                ","T4P 2V5        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","ALBERTA             ",,0,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
"SCH009    ",Schlumberger,"Alex Stickel","(780)577-1307                 ","9450-17 Avenue",Edmonton,"AB                                                ","T6N 1M9        ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"SCH008    ",Schlumberger,"Mat Pope","(403)527-8895                 ","2167 Brier Park Place","Medicine Hat","AB                                                ","               ","PROSPECT            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"DAV273417 ","Schlumberger Canada Ltd.",,"(780)955-2800                 ","1606 - 8th Street",Nisku,"AB                                                ","T9E 7S6        ","CUSTOMER            ","                    ","Canada              ","ALBERTA             ",,0,0,"                    ","ZOWSLEY             "
"SCH006    ","Schlumberger Canada Ltd.",,"(780)461-1143                 ","SMITH Completions",Edmonton,"AB                                                ","T6B 3L2        ","CUSTOMER            ","4. BRANCH ACCOUNT   ","Canada              ","ALBERTA             ","7023 - 56 Avenue",0,0,"4. BRANCH ACCOUNT   ","ZOWSLEY             "
"PMO001    ","Schneider Electric Canada",,"(250)652-7100                 ","2195 Keating Cross Road",Saanichton,"BC                                                ","V8M 2A5        ","CUSTOMER            ","2. TARGET (INSIDE)  ","Canada              ","BC                  ",,0,0,"2. TARGET (INSIDE)  ","ZOWSLEY             "
"CT4003379 ","Schneider Electric Canada Inc.",,"(780)453-3561                 ","21325 115 Avenue NW",Edmonton,"AB                                                ","T5S 0K5        ","CUSTOMER            ","TOP 50 - ZOWSLEY    ","Canada              ","ALBERTA             ",,0,4681.95,"TOP 50 - ZOWSLEY    ","ZOWSLEY             "
"DAV71925  ","Schneider Electric Canada Inc.",,"(604)248-3474                 ","22171 Fraserwood Way","Richmond                      ","BC                                                ","V6W 1J5        ","CUSTOMER            ","                    ","Canada              ","BC                  ",,361.17,994.44,"                    ","ZOWSLEY             "
"SCE001    ","Schneider Electric Canada Inc.",,"(250)652-7100                 ","2195 Keating Cross Rd.",Saanichton,"BC                                                ","V8M 2A5        ","CUSTOMER            ","3. GOOD PROSPECT    ","Canada              ","BC                  ",,23814,0,"3. GOOD PROSPECT    ","ZOWSLEY             "
